"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"India","IND","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.15289591710561","6.01420311273732","5.63292106312043","5.49278189914028","5.16363345686595","5.20858874515011","4.99215313346303","4.8447950823358","4.64138238303821","4.64659524201847","4.41939260665938","4.45612745772725","4.44586688056942","4.40577756248","4.19092476693106","4.30346053900544","3.99155452077582","3.53649113492497","3.38617019954313","3.35877452627644","3.25349832768536","3.36583313632327","3.34721396268262","",
"India","IND","Internally displaced persons, new displacement associated with conflict and violence (number of cases)","VC.IDP.NWCV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33000","106000","53000","500000","64000","345000","1000","448000","78000","169000","19000","3900","13000","1000",
"India","IND","Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval","VA.PER.RNK.LOWER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","","49.2537307739258","","51.7412948608398","","53.233829498291","53.7313423156738","55.288459777832","55.769229888916","54.3269233703613","54.8076934814453","55.769229888916","55.9241714477539","55.4502372741699","55.3990592956543","56.3380279541016","56.3380279541016","55.1724128723145","54.1871910095215","54.1871910095215","53.2019691467285","51.2077293395996","49.2753639221191","43.4782600402832","42.512077331543","",
"India","IND","Travel services (% of commercial service exports)","TX.VAL.TRVL.ZS.WT","","","","","","","","","","","","","","","","27.3856591069134","29.9452323923191","41.8219393418965","45.9242553209491","44.6194019966152","54.2410739320583","48.5193368456995","42.0654867001535","37.007385952129","23.5124676977718","27.4065111796424","36.8837438694935","41.1162200079857","37.8287028879442","35.4029464820401","33.8076806280519","37.5409433467805","46.9071937901966","42.8864471817959","37.6728931122069","38.1699213347066","39.438013019055","32.3771334034263","26.6425761913347","21.4880637124867","21.5818962890783","19.0371451647703","16.2202778143661","18.8832971035701","16.3444844409104","14.4507978158749","12.4828802767486","12.4421135161065","11.1973483245211","12.0408351071239","12.4286433332196","12.8375542867574","12.3916427266656","12.3716860003632","12.5787630553215","13.4941194097567","13.909807279459","14.8181516133077","13.9820238690774","14.3467637636905","6.43781009168238","3.60646888788781","6.91997986627375",
"India","IND","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","719431435.740186","954399067.058728","1234259451.16833","1496041251.76353","1989156895.16314","2861008078.80098","2635210102.84554","2828422272.45472","3166884007.52771","3127603094.49087","3274386966.81266","3135796918.53313","3265849101.93437","3718831246.98326","4092077280.87531","4609502443.27595","4905450697.87768","4893301119.16013","5034394494.50349","6031261038.86919","6763272430.07676","7179007359.62704","8925527196.38296","11066917255.9623","14005992417.7527","16031394225.6863","16799112201.5705","19125314434.8821","23632701560.2379","37747867268.5402","51850802483.4048","69165839662.6303","86235067782.9634","105668590831.967","92484320177.1187","116583081982.721","137935254028.866","145029213187.996","148702915003.599","156614386265.659","155717122914.28","161234203967.054","184672831370.242","204322540308.136","214127968224.741","202492396705.062","239853747442.248","308675857072.445",
"India","IND","Merchandise exports by the reporting economy (current US$)","TX.VAL.MRCH.WL.CD","1313500000","1382400000","1389400000","1576300000","1691700000","1651500000","1599400000","1605400000","1747500000","1828350000","2024110000","2108940000","2437720000","2957970000","3891340000","4364030000","5017900000","6024090000","6625450000","7678440000","8440100000","6826390000","8271359993","7857421481","8230249870","8265208692","9135050552","10797330556","13191867383","15835741000","17811164694","17870183000","19229717290","20987424487","24192531185","30534380000","32322363009","34622075000","33665150000","35921625000","42463550028","43182526449","50333488255","60931347168","75045790278","97898456738","120156000000","153349000000","195055000000","165188000000","222907000000","307044000000","297197000000","315090000000","317719000000","266163000000","261862000000","296212000000","323269000000","324863000000","275600000000","","",

"India","IND","Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)","TX.VAL.MRCH.R4.ZS","3.98934145413019","3.94965277777778","4.07370087807687","3.77466218359449","3.75362061831294","5.29215864365728","4.88933350006252","4.48486358539928","4.37768240343348","5.44151830885771","6.34698707086077","4.76353049399224","4.48000590715915","3.40199528730853","8.41920777932537","13.5397785991389","7.4489328205026","6.29406267170643","5.32793998898188","4.60223691270623","4.54141538607362","5.14034504328056","3.25611072180304","4.58177748769794","3.69056288310357","3.20208392213577","1.94400029146549","1.87874777779194","1.71635279963682","0.842170884204282","1.86894190887548","2.35571174620875","3.9647871657096","3.96396331130252","1.81390826111154","1.66605642557668","2.24446505754545","2.13584829909819","2.33275360424653","2.17730962894914","2.50308795025177","3.34276689833053","3.56922887779696","3.69029193265711","3.91552194348923","3.6147899169348","4.04064252555012","4.31127768814925","4.17089164902207","4.07774084618737","3.77299614861803","3.23645564218809","3.98391063032265","4.48582291726173","4.40323054428599","3.67874313484594","3.29025196057465","3.1979359377743","3.66365472717768","4.07959355174335","3.38754504245283","","",

"India","IND","Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)","TX.VAL.MRCH.OR.ZS","14.6402740768938","14.6339699074074","14.2291636677703","11.7934403349616","11.5859786014069","12.2676354828943","11.448043016131","10.7512146505544","11.0271816881259","12.5577706675418","14.9250781825098","15.1118571415024","12.163414994339","9.60726444149197","16.6289761367549","22.301634040096","15.6693038920664","13.7252265487401","14.2335992272223","13.220914664958","12.9946327650146","13.6918634886082","9.89581468588512","9.85554111868099","7.93589180242511","7.02365150007842","6.02965609520734","5.92005979290443","6.10648409121032","4.97673585340907","6.66332022242268","9.23374987262302","14.2892381282918","16.1205789399655","14.5060213401206","16.6570927590473","17.6426757065362","17.9739371484811","16.5240612324615","16.3947204504251","17.5736014065696","20.0843486710835","22.1692634781607","22.7635305596597","24.1365460979229","24.6952269244667","26.3648320541629","28.2049367142922","26.60779648817","26.558507019275","29.4950083142297","26.9975487415484","28.7999155126061","29.9108276958964","31.3516285296126","28.4956508222405","27.2607774583559","28.4186089692518","29.4464609968788","30.6291852257721","32.5963196128447","","",
